INDEX,LABEL
運行速度：非常快，很快就收到了。 商品收到咯，特別喜歡，一收到就迫不及待地打開了，家人也很滿意，這次購物體驗不錯外觀設計漂亮，尺寸大小合適，包裝仔細完整，寶貝手感不錯，感覺很好，發貨速度快，服務態度一流，給力！5星好評！質量沒得說，跟專賣店一樣，特別特別喜歡，而且價格優惠性價比非常高?，可以放心購買?，做工非常精緻?，值得購買?！包裝很完美，顏值很高，感覺物超所值！客服也非常耐心細緻，發貨快物流給力，以後還會再來??,0
繼老公買了一台聯想的小新系列電腦後，終於把自己用了十年的電腦退休了，新電腦是真的快，這一對比，簡直天壤之別，太好用了，推薦！！！！！,0
電腦很小巧比正常14寸的要小一點兒，屏幕很棒，接近無邊框了，散熱還可以，接口較少需要另買擴展塢，但有兩個雷電4接口，很厲害，超級輕薄,0
開機方便，性能良好，人臉識別反應三秒內問題不大，是個不錯的選擇，送給老婆的禮物，她很滿意！,0
看了小半年的筆記本，在遊戲本和輕薄本上糾結很久最後還是選擇了高性能輕薄本，這次小新pro14的屏幕升級真的太給力了，運行速度飛快，超級滿意！,0
筆記本收到，這是朋友推薦的款式，用來上網課真的挺方便。外邊的金屬質感非常舒服，而且質量很輕，用起來風扇聲音不算太大，也是新的原因。先用起來，待用過再來追評。,0
收到快遞後迫不及待拆開來看看，打開後超級喜歡?裡面的程序優化得很好，摸起來也很有質感，高級感一下有所提升！比我之前用的電腦感覺更得我心，沒收到前沒想到那麼好，完全出乎意料,0
配送很快，隔天就送到了，保護的很好，沒有一點磕碰，新電腦很輕薄，屏幕是鏡面屏，還是會反光的，運行很安靜，偶爾加載大量數據的時候風扇會響,0
電腦質感很好，外觀好看時尚，銀色很高端，我的這個尺寸很合適，小巧又不影響使用，外出攜帶還特別方便，另外，電腦系統運作很流暢，很值得購買。,0
物流速度快，包裝好，產品也巴士，用起來感覺很不錯，很棒的一次購物體驗,0
搶到首發啦！ 實物太漂亮啦！ 是我的夢中情本了！性能配置對我來說足夠了！,0
非常好用，挑電腦挑了半個月，對比了很多款，這款從顏值到配置都是非常棒的，分辨率也是同級別裡面最高的，屏幕看起來非常舒服，運行速度也很快，平常辦公沒有任何問題，一秒打開文件。客服也很棒，回復及時，解決問題也很快。贊?,0
很不錯，非常喜歡，買來考試用的，外形外觀：漂亮，輕薄程度：有點沉，，運行速度：挺快的，,0
外形外觀：精緻優雅，屏幕效果：細膩柔和，運行速度：速度很快，散熱性能：很好，輕薄程度：很薄便於攜帶,0
輕便，性能強勁！噪音低，續航確實不錯！尤其人臉識別，特別好用！,0
運行速度：挺快的，而且聲音也不大，屏幕效果：屏幕很大，視覺體驗非常好，散熱性能：很棒，外形外觀：顏值特別高，高端大氣，輕薄程度：拿著很輕薄一點也不笨重，其他特色：當時給弟弟買來上學用的，第一眼就看到了這款電腦，想著先看看最後再決定買那個，但是看來看去還是覺得這一款合適，而且買的時候沒有貨，商家調貨給發貨的，本來以為要很久，沒想到物流很快，沒過幾天就收到貨了，快遞小哥服務很好，打開快遞裡面保護的特別好，也沒有髒了或者磕碰的痕跡，顏值很高，非常愉快的一次體驗?,0
最新款的小新air15盼來了，英特爾最新的i5處理器，性能進一步提升，性價比無敵，足夠耐看，足夠輕薄。大愛,0
外形外觀：收到貨的感覺是神秘黑，外觀包裝完好，非常不錯。，屏幕效果：高清屏使用起來還是很方便，看電影、玩游感覺挺流暢的。屏幕14寸夠用了是的。,0
電腦很輕薄，外觀也很漂亮，手感好，愛不釋手，重量比較輕，適合帶著使用，平常就辦公學習用，打遊戲不多，完全夠用，放在書包裡很方便,0
電腦送貨很快，包裝很好，用了一段時間，兒子上網課用的，他說不錯，反應速度快，屏幕清晰，鍵盤按鍵很舒服，就是第一次開機使用註冊什麼的比較麻煩,0
家電在京東買過好幾次了，物流服務很好，也從來沒有過質量問題，活動時很划算，電腦給女兒用的，很滿意，畫質清晰，速度很快。好評！沒有贈品。。就是沒時間評價。。。。。。,0
非常好用，果然是網友推薦的好電腦，帶著輕薄 價格不貴，用起來也挺快，外觀都在我的審美上，14寸屏幕也不大，帶著很方便。喜歡。,0
外觀設計非常大氣，最喜歡外殼的顏色，一塊平整的圓角銀色長方形，屏幕邊框很窄，鍵盤還是一如既往的形狀。整機還是比較重，也有一定厚度沒那麼輕薄，適合男生用。,0
屏幕效果：很好，不晃眼，運行速度：很快，外形外觀：美觀，輕薄程度：輕薄,0
好驚艷，屏幕真的好棒，做工精細，沒有瑕疵，運行速度快，WIN11系統，用起來很順暢，一會下載一個遊戲試試性能怎麼樣，快遞配送很快。,0
聯想小新air15，絕絕子，成功下車！，做了那麼多功課，終於買了自己人生的第一台電腦，1.顏值:顏值很好看，屏幕也很大，我很喜歡，2開機很快，下載速度也很快，3有指紋解鎖哦!隱私效果棒，4觸控也很棒,0
金屬超薄筆記本，銀灰的大氣精緻。固態硬盤，秒進系統，科技感很強。速度很快，辦公很好，攜帶方便。物流速度很快，態度很好。,0
很好，用了兩個月才來評價，沒有任何問題，看著非常舒服，前置攝像頭也很好，各種便捷健的設置，真的很良心，外加數字小鍵盤，就是沒送鼠標有點小失望,0
看了很久，最終決定入手，到了以後非常驚艷，金屬機身，顏值能打，開機超級快值得推薦,0
貨收到了，包裝很厚實，以前買電腦不敢在網上買，怕有問題很麻煩，電腦樣子很漂亮，手感也不錯，當然電子產品都是新的好，電腦幾年沒換了，終於換上新電腦了，,0
電腦收到了，質量很好，顏值也很高，超薄的，大小也合適，一直用聯想的電腦，這個估計能用五年左右，之前的也是五六年沒問題，點贊推薦,0
電腦用著很舒服，運行速度快，屏幕效果很好，剛開啟用風扇聲音不是很大，性價比高，當天就送過來了，京東物流超贊，,0
聯想的這個筆記本也太好看了吧，完全迎合了我顏控的心，首先它很薄，其次它屏占比很大，邊框很窄，我特滿意它的外觀，然後更令人欣喜的是它性能也那麼好，簡直無可挑剔啦。,0
電腦剛到就打開看了，質感不錯，做工精細，配置在這個價位不錯了，購買體驗很好，五一期間快遞也很快，，屏幕效果：清晰，霧面屏不會反光，外形外觀：外觀簡約大方，輕薄程度：16寸的電腦尺寸也不大，剛剛好,0
下單一天之後就到了，京東物流還是非常的快，快遞小哥還給送到了樓上，使用半天感覺良好，不卡，日常使用夠了，還是在京東上面買有保障，非常的喜歡，很不錯。,0
昨天下的單今天就收到筆記本了，物流超快，，運行速度：快，，屏幕效果：清晰，散熱性能：不錯，外形外觀：美觀,0
聯想yoga14s尺寸14寸，剛好，不會感覺太大，拿起來方便，屏幕素質很好，處理器i5-11300H加MX450的獨顯，處理起一般的工作沒壓力。,0
運行速度：非常流暢，用起來非常不錯，屏幕效果：非常清楚，值得推薦購買，散熱性能：還不錯，性能很強，值得大家購買，外形外觀：摸上去很輕薄，值得推薦大家購買，下次有需要在來購買,0
物流速度很快，第三天就到了。機器很喜歡，用一段時間看看。，屏幕效果：好，外形外觀：好，輕薄程度：好,0
給大一的女兒買的，是她自己挑的，質感不錯，配置也不錯，看起來很高大上，應該可以用好幾年了，她很喜歡，用起來感覺也很好。好評,0
昨天收到貨，打了一下午球，沒顧著開箱，今天上午開箱覺得非常nice，運行流暢，顏值很高，指紋解鎖非常靈敏，很喜歡這功能，這下可以好好看文獻了，後面使用一段時間再來評價。從此，我的老傢伙也可以退役了，成為了應急備用機，老傢伙是我本科大二賣自己專業繪圖工具賺錢買的，也是聯想，當時花了3200左右，已經差不多5年了，這學期來了特別卡，就忍痛換了它，不想讓他成為影響我學習的因素。今天非常的開心?,0
買了貼紙貼 真的太好看了 而且開機速度也很快 小巧方便 真的很適合我這種不打遊戲只做做ppt的女孩子?,0
電腦很不錯，開機就要更新win10系統，聽了好幾天電腦了，就一直湘中，這個晚上前天晚上下的訂單第二天就到了工作學習什麼的都很好，如果你還在猶豫的，不要猶豫了，快來購買吧。,0
選擇了灰色的，銀色退貨了，因為所有電子產品，本人都偏向於喜歡深色，大愛，手感很好呀呀呀呀，喜歡的可以買呀，酷睿的性能應該好點,0
選了很久 選擇了這款小新  隔天就送到了 筆記本質量很好 金屬機身  很別緻  按說明激活電腦後  速度很快  畫面高清  電腦運行速度很滿意 性能很好 下載了很多文件 機身不發熱  散熱很好  辦公也足夠了 非常滿意,0
電腦不錯，包裝很好，運行速度：快，屏幕效果：很清晰，散熱性能：不錯，聲音不大，，輕薄程度：較薄，其他特色：客服態度好,0
終於到了，質量不錯，做工精細，款式時尚，看著比較高端大氣，首發價入手還是非常合適的，win11也很好用，速度快,0
電量不是特別耐用，其他的沒什麼問題，用了再評價,0
實際體驗效果還不錯，很喜歡，由遊戲本換到了商務本，很輕便，cad、廣聯達都可以，很不錯的筆記本、也看了好久，終於下單，送的很快第二天就送到了,0
摩托姐姐支持王一博，特意用了好久才來評價，真的很香，因為我是王一博的粉絲，支持王一博直接買了聯想小新，真的挺不錯的，很漂亮，手感也不錯，主要是屏幕我很愛，追劇質量都提高了，不愧是我們家酷蓋代言的，強強聯手哦,0
開機速度很快。本本還挺薄的。這配置的本上網課沒問題,0
京東買電腦包裝精美，物流很快。打開運行了一下，沒有卡頓，運行速度很快。屏幕顯示清晰。也沒有發燙的情況。外形十分美觀，我很喜歡。,0
猶豫了很久，也看了很多輕薄本，尤其是小新和這個yoga，認準了14寸，但是品牌型號還是很多很難選的，由於一直在使用聯想的電腦，果斷繼續支持，然後綜合實體店看的感受，選擇了yoga，手感很好，真的是輕薄本的性價比天花板。,0
很棒，不管從顏值還是流暢程度以及性能上，都比想像中的好很多，物超所值，比預期要棒！大愛,0
快遞很快，包裝完好，電腦非常輕薄，質感非常好，總之很滿意，最新的的win10系統，桌面非常簡潔美觀！,0
電腦很輕薄，顏值不錯。因為有固態硬盤，所以開機很快，預裝了Win10和office，開機即用。,0
做工非常不錯，機身輕薄，對女生來說外出攜帶也比較輕便，運行速度很快，新電腦一點也不卡，散熱性能也比較好，已經用了半個月了，沒有出現發熱發燙的現象。,0
下單第二天就收到了，特別快。，本本很輕薄，預裝系統很適合學生黨。可惜我改系統了，恢復需要自費找服務網點。,0
用了兩天，回來評價。運行也很快，雖然尺寸看著有點小了些，。屏幕清晰，在一直開著的情況下，充滿電辦公能用五六個小時。物流很贊，上午下單，下午就到了。包裝也很嚴實，都有泡沫固定筆記本。,0
小新pro14這次升級的屏幕很好，而且核顯也升級了，到手感覺略有份量，現在輕薄本的性能釋放沒想到這麼強了，顯卡跑分也有個7萬出頭,0
輕薄程度：挺輕的，這點非常棒，散熱性能：不錯，而且聲音也不大，屏幕效果：看起來非常舒適，用起來也棒，總體來說非常不錯，用了幾天才評價的,0
很不錯的一次購物，運行速度快，屏幕清晰分辨率高，散熱性能很好，機器不發熱，外形美觀，金屬質感，高檔次，總之滿意，感謝商家，感謝京東,0
不愧是大品牌哇，用起來很放心，也有售後服務什麼的，質量非常好，而且好漂亮呀，趕上活動購買的，有滿減，非常的划算，性價比很OK呀！,0
真不錯，電腦收到了非常滿意，速度很快，很流暢！金屬感很強外形漂亮，送給妹妹當作考大學禮物，她非常喜歡！,0
說實話平時家裡的電腦使用的都是聯想的，平時喜歡玩一玩小遊戲，追劇刷視頻，或者學習都挺不錯的，十分流暢，沒有踩雷，而且這款很輕巧便捷。給一個大大的贊。,0
運行速度非常快，外觀也很好看，貨運送貨很快，服務態度很好，很滿意,0
首發入手，真的是香，外觀輕薄，三面鋁合金材質，有檔次! d l 10代最新cpu， 16G 3200內存 ，對於只用來辦公來說真的有點奢侈，運行速度飛快，贊一個，顯卡3502G，不佔內存，圖像處理、視頻剪輯絕對沒問題，最喜歡的是高色域屏幕，用來看片真的爽，測試過待機，結果令人滿意。這應該是2020年最香的一款機器了。而且聯想品質值得信賴，推薦!!!,0
最新的11代處理器性能提升了非常多，相比上一代外觀升級了很多，觀望了很久，最後選擇入手了，聯想品控做的非常好，應該不會讓我失望。,0
電腦很不錯，可以，學習生活夠用了，工科專業SolidWorks，CAD，數控機床仿真都流暢運行，而且電腦輕薄，帶去圖書館也特別方便，總體來說還是比較好的，希望能多用幾年吧。,0
是個好電腦，配置是我研究很久後下單的，很輕便，很小巧，拿來拿去特別方便，而且屏幕特別好，是高刷的屏幕，就是鍵盤不是全鍵盤，其他都很滿意,0
整體做工精緻，拿在手上很輕薄有質感，開機速度快流暢，屏幕顯示效果很細膩， 聯想作為國際大品牌，這麼多年還是有深厚積累的。,0
目前還不錯長的也很好看，速度也挺快的，開機流程也簡單，用一段時間再來追評。（對了包裝很嚴實哦！）,0
這款電腦對於學生黨來說真的太合適不過了，輕巧便攜，自帶系統，獨立的數字鍵盤，總體來說挺滿意的，快遞小哥也很給力。,0
小新機子在做工和顏值方面一直很出眾，2021款戰66搭載了最新的銳龍處理器和酷睿處理器，性能更加強悍，想偶爾玩點LOL之類的中小型遊戲也沒問題。外觀上質感良好，手感極佳，接口豐富，可拓展性強，在這價位性價比極高。,0
屏幕非常清晰，鍵盤和觸摸屏體驗良好，新系統慢慢摸索。外放音質不錯，首發性價比高?,0
首發入手，真的是香，拿在手裡品質較好，金屬磨砂的質感，打開電腦需要設置，有語音提示非常舒服，還有正版offce，整體性價比很高,0
幫朋友下單，據說用著不錯，配置日常夠用了，打打擼啊擼什麼的，屏幕也夠大的，反饋不錯，送貨也快，說24送貨22留給送到了，神速,0
晚上下單，第二天上午就收到了！筆記本很好看，速度也很快，孩子上網課用很快，很喜歡。,0
電腦剛打開運行有點慢，這兩天用久了就很順，主要用來寫東西查查資料，對於學生黨來說，完全可以。屏幕盯久了眼睛會痛，必須買防藍光貼膜，今天剛到的，就很好用。之前在百億補貼買的電腦，用工具測顯示&ldquo;二手機&rdquo;，這台完全就是全新未拆封，愛了愛了。,0
運行速度：非常的牛?，作為一款高性能輕薄本，屏幕效果：顯示效果非常好，追劇好幫手哦，散熱性能：雖然是輕薄本，但是散熱還是非常強勁的，外形外觀：顏值高，硬朗，辨識度也很牛,0
非常不錯的筆記本，剛收到就迫不及待打開，銀色外觀，時尚潮流，筆記本拿手裡感覺很輕，很薄，開機速度也非常快。運行程序流暢，不卡頓。我很喜歡。五星好評,0
電腦第一時間到手，太漂亮了，電腦性能超級棒，很給力的電腦。性價比超級高，聯想電腦值得信任。，運行速度：快，輕薄程度：薄，其他特色：優越，散熱性能：很好，外形外觀：漂亮，屏幕效果：清晰,0
運行速度快，外觀漂亮，輕薄適中，外出攜帶方便，非常適合辦公用，已經是第二次購買了，第一個14寸的送女兒上學用，這個15.6寸自己辦公用，超喜歡。,0
運行速度：很優秀，屏幕效果：看起來很舒服，散熱性能：非常好 聽不見聲音，外形外觀：美麗大方，很好看，輕薄程度：攜帶方便,0
電腦非常漂亮 、色澤亮、 續航長、功能多。聯想管家非常好用，不說了開局。,0
小新air14做工超乎我的意外，外觀重量滿足我的要求，配置主流，性價比有得超小米，華為這些手機廠商。等用一段時間再看看。,0
非常好！昨天晚上下單一大早就到了，然後就開箱激活裝軟件跑魯大師，美美噠～希望你能陪伴我度過碼字的時光～我的小yoga～京東快遞很快～聯想的本子也很好，希望後續不要出現問題！！！好運好運！,0
整體來說這款電腦還是非常不錯的，小巧輕薄，清晰度也還不錯。,0
買來就貼了膜，看上去不錯吧，無論是外觀還是性能都是槓槓的，金屬材質高端大氣上檔次，輕薄小巧適合我張這種學生黨，日常學習工作遊戲，都是沒有問題的，贊一個,0
上一台聯想的電腦還是17年的昭陽，最近漸漸感覺它工作有些費力，於是我打算購入一台新電腦。出於對聯想品牌的偏愛，我把目光鎖定在了小新和thinkbook，精心比較後，決定購入pro16，到手後感覺真香啊！運行流暢，質感高級，滿意滿意！,0
金屬機身有質感，充電器較小方便收納，材質大小等買給老婆用相當適合，屏幕色彩好，肉眼可見的舒服。各項配置綜合較為平均，適合辦公影音多種輕度場景，玩了幾天，運行效果流暢，睡眠模式一天約1.5%的耗電量可以接受，總的來說，物有所值。,0
第二天到貨，用起來還不錯，屏幕也很好，電腦很輕，很溥，很不錯。,0
運行速度：運行速度很快，沒感覺到卡頓現象，，屏幕效果：屏膜效果很好，很清晰，個人覺得比華碩和戴爾惠普好太多了，，外形外觀：外形簡單大氣，其他特色：音質很好，比我的買的華碩好太多了。，輕薄程度：輕薄加外觀很滿意，這是送我妹妹考上大學的禮物，做哥哥的從小到大沒買過禮物，要選擇讓她滿意的。,0
運行速度：非常流暢，輕鬆運行，屏幕效果：屏幕素質也很不錯，散熱性能：散熱也很給力，底下稍微墊一下，弄個支架，外形外觀：外觀簡約大氣，十分好看，輕薄程度：輕薄十分方便攜帶，14寸大小正好,0
搞活動的時候買的正香，這款電腦的外觀挺輕薄的，散熱性能挺好的，噪音也不大，金屬質感也挺好的，很顯檔次。這款電腦的分辨率也挺高的，特別清晰。京東物流也很贊，第1天買第2天就到了。,0
雙十二買的，非常漂亮，輕巧，買給女兒上網課用的，朋友告訴我買的這款，雖然功能不太瞭解，但是外觀真是不錯，促銷買的，沒有鼠標和電腦包，只有電腦和充電器，個人覺得很划算,0
運行速度：買的現在的主流配置，運行速度槓槓的，屏幕效果：這屏幕清晰度太感人了，太清楚了。，外形外觀：整體重量很輕，很薄，特別適合移動辦公使用，其他特色：聯想的安全衛士軟件也很合適，再也不怕辣雞軟件了。,0
電腦?外觀簡約時尚，機身很薄，方便攜帶。，使用感方面，開蓋就可以開機，開關機速度快，靈活快捷。，電腦運行流暢，屏幕清晰，總體感覺很好！,0
設計的很不錯，對女生很友好，操作簡單方便，看起來滿滿的高級感！大品牌，用起來很放心，質量非常好，趕上活動購買非常的划算，好評！！,0
屏幕效果：挺好，運行速度：快，開機也快，外形外觀：不錯，輕薄程度：很薄,0
已收到不錯質量很好，外觀好看小巧很合適女生，系統是最新版本的，系統使用很快，很流暢沒有卡屯的現象，物流很快頭天下單第二天就收到了,0
運行速度非常快，散熱性能非常好，評委非常。亮眼外觀也非常絲滑，買到這樣性價比高的機器，希望非常好，就是希望積分兌換能早點兒視線，因為太少啦。,0
給家人買的，這個筆記本外觀簡潔大方，磨砂亮銀色不沾指紋，顯得很高檔，啟動速度和運行速度很快，按鍵反應靈敏，屏幕清晰，色彩自然，而且很薄，很輕，電池也很耐用。正版win10系統和office系統，激活方便。整台機器各方面很均衡，用起來非常滿意。,0
電腦外觀很漂亮，用起來也很流暢，運行速度很快，鍵盤很大，還有小數字鍵盤區域，輸入數字很方便，,0
晚上下的單，第二天中午就到了，快遞很給力，電腦也很好用，很可愛，運行速度：快，屏幕效果：好,0
非常輕薄的聯想筆記本，開機裝機宿舍很快，感覺還是非常OK的，機器16寸屏幕，看起來很舒服，屏幕色域很好，作圖之列的很好，一點問題都木有,0
輕薄，屏幕好，運行速度快。第一次開機風扇聲音很小!配置也比較喜歡咨詢了幾次客服，也比較有耐心，總體滿意，京東購物有保障！,0
銀色的筆記本，很漂亮。重量要比thinkpad x1重，鍵盤佈局和x1不同，尤其是fn和ctrl鍵，我用慣x1在這裡很難適應。面布識別功能很喜歡。，教我家孩子學編程，夠用了。,0
非常快，收到仔細檢查，原封！聯想小新air17，金屬外殼，超薄，搭配十一代 i5處理器，16G內存，512固態，14寸方便攜帶！,0
小新AIR14這款筆記本顏值真的很圈粉，巧克力鍵盤手感很好，窄邊框設計顯的筆記本很小巧，很方便攜帶，高色域的屏幕顯示效果很真實，銳炬顯卡辦公學習足夠用，很滿意的一次購物，好評好評！！！,0
運行速度：非常快，，屏幕效果：非常好，超乎想像。，散熱性能：非常好。，外形外觀：美觀大方。最新款11代CPU就是好！！！,0
聯想pro16英特爾版本，超喜歡，續航能力強，風扇的聲音不大，開機速度快，人臉識別非常快，鍵盤打字聲音小，屏幕分辨率不錯，運行速度快，16寸的大屏看著很爽，外形好看。,0
這款電腦真的非常不錯，很適合學生黨，而且電腦整體配置等方面都比較好。電腦外觀顏值都很高，辦公輕鬆方便，看視頻也非常清晰，開機流暢，性價比很高，很值得一次網購，建議大家入手。牧牧客服服務態度特別好。,0
顏值非常高的輕薄筆記本，攜帶方便。自帶正版office，簡易激活。，運行速度：開機速度也非常快。，如果需要擴展塢網絡接口的話，建議購買綠聯的擴展塢支持win11免驅。,0
性價比無敵的小新 最新款的i5處理器 終於到手了 簡直是辦公神器 這麼輕薄 背著一點都不重 很好 很喜歡,0
外觀很好看，輕薄。平時用來追劇聊天。運行速度快，開機也很快。,0
電腦收到了，電腦外觀漂亮，做工精緻，用料紮實，質量好，運行速度快，很喜歡它的屏幕，很清晰，人臉識別也很好用，不錯不錯，聯想的品牌值得信賴,0
顏值很高，讓人一見就愛不釋手。手感也很好好，摸著有一種嬰兒版的肌膚柔嫩個。運行真的太流暢了，瞬間啟動，讓你隨時隨地無阻礙。,0
外形外觀：這個筆記本看起來也太好看了吧，14寸不大不小，剛剛合適，，屏幕效果：2.8的屏幕真的不是吹的，看起來巨舒服，好評滿滿，真的是一個不錯的購物體驗呢,0
電腦非常，屏幕分辨很好，視覺效果很好，鍵盤的鍵程也很好，總之這個電腦買了不後悔，值得擁有！,0
這一聯想小新16pro是2021年的最新款，這款輕薄本十分輕巧，便於攜帶。它的配置也是很好，搭載獨立顯卡，還有人臉識別功能。16寸超大屏幕，十分適合看電視看電影。,0
買來，裝完系統，我還沒有碰。就被別人霸佔了，還沒有來得及體驗，我只能從外觀說一下感受，顏色看著挺舒服的，很輕薄，很小巧，聽使用者說，用起來很流暢。不知道猴年馬月，才能到我體驗一下。我以前用的就是聯想的，所以這次又買了這個牌子。不錯。,0
我不愛評價的人，這次要好好評價一下，被京東的服務感動，對聯想商家感動，體會到客戶至上，活動價入手這款，屏很優秀，速度快，輕薄！然USb接口不靈，聯繫了售後，耐心的幫我處理未果，我就申請了換貨，幾個小時後就上門取件，由於本地缺貨，從千面之外調貨，二天後收到新機，開機體檢一切正常，非常棒，京東值得信賴,0
寶貝不錯，運行流暢，無卡頓，玩英雄聯盟無壓力，這價位，這配置知足了，很不錯！而且是這價位邊框最窄的了，便攜，美觀，於一身的，不錯，滿意！,0
運行速度：較快，，屏幕效果：很不錯2.8k屏，，外形外觀：顏值很高，，輕薄程度：很輕很薄，，其他特色：杜比音效開啟後聽感好，office辦公方便,0
速度還看不出來快不快。但是日常這些還是很快的。網頁秒開。外觀值得推薦，簡潔大方。15.6屏幕看著很舒服。,0
當天下單當天寄送到，物流神速。秒殺價格給力和雙十二一樣。而且真的是秒開機，另外可以設定指紋開機節省了輸密碼的時間。新款電腦顏值很高，很輕薄，適合女生，一開始安裝出現點問題，後來客服很好的解決了，非常滿意的一次購物。,0
這是給老弟買的第2台電腦了，京東物流非常快，謝天謝地開箱也沒啥問題，鍵盤啥的也很靈敏，其他的操作功也能正常運行。外觀非常漂亮，比較喜歡這一款帶金屬質感的，平時用的話也夠了。,0
在網上對比了很多最新款的筆記本，最後選擇了yoga14s的獨顯版，拿到真機的時候被驚艷到了，機身非常輕，做工很精緻，很滿意,0
運行速度：挺快的，屏幕效果：好！！！，散熱性能：挺好的，外形外觀：顏值非常在線也很輕薄,0
配置高，顏值高，手感很好，屏幕也特別清晰，還有好多，快捷鍵開關性能模式，超級方便，正品行貨，非常滿意的一次購物，聯想給力！！！,0
物流很快，電腦外觀設計輕薄，手感好，深空灰色很喜歡，屏幕非常清晰，顏值在線，性能不錯，很優秀，,0
電腦很輕薄，屏幕很驚艷，續航優秀，性能也很好，是一款非常優秀的筆記本電腦。,0
運行速度：可以，屏幕效果：高清，散熱性能：散熱比較好，外形外觀：美觀，輕薄程度：比較薄，其他特色：整體很滿意,0
電腦很好用 輕便 滿足預期，運行速度：快，屏幕效果：高清，輕薄程度：輕，其他特色：人臉識別效果好,0
京東的包裝 非常嚴實， 很輕薄，做工精緻，尺寸也合適，觸控板順滑，屏幕清晰，面部解鎖很實用，最喜歡的功能之一。,0
機器收到手真的是非常的喜歡 首先外觀id 設計非常對我的口味 屏幕以及一些硬件配置都比較對我的口味 運行速度非常的流暢 能夠滿足日常工作娛樂的所有需求,0
跟自己想要的一樣 小巧好看，而且充電器跟手機充電器差不多一樣大小比較方便攜帶，風扇聲也小 基本聽不到 很好,0
外包裝挺好的，外面是一層京東物流的包裝裡面是單獨的電腦赫茲運行速度也很快，屏幕效果挺好的，清晰度很高散熱性能也挺好的，而且有多種模式切換。外出攜帶特別方便。,0
對比了好幾天終於決定選擇這款，電腦大小合適，輕薄便攜，顏值很高，運行速度也很快。,0
運行速度：快，屏幕效果：非常好，散熱性能：這個有待提高，外形外觀：好看，其他特色：這個價位非常不錯哦，在輕薄本方面，處理器也是新的,0
物流很快 發貨也準時 就是配送晚了一天 開機速度很快 電腦很輕薄 看了好久決定買的這款 用來學ps的 數字鍵盤也是獨立的 要買筆記本的可以沖這款 性價比超高,0
到手的第一感覺就是輕薄，手感很舒服，觸控板很靈敏，屏幕也沒發現什麼壞點，開機聲音也不大，整體來說很滿意！,0
屏幕效果：非常nice，散熱性能：散熱性能也非常棒，外形外觀：外觀精美，全金屬外觀非常好看，輕薄程度：非常輕盈,0
不錯，極其反應很快，屏幕色彩蠻好，眼睛不吃力，指紋開機反應快的，散熱目前蠻好。,0
為什麼要選擇聯想的電腦，能為您怎麼電腦？作為世界第一大品牌確實很厲害。電腦的攝像頭清晰度很高，可以跟。一些手機聘美。然後畫面也特別流暢，拿來追劇也是特別的舒服。就連打英雄聯盟，也一點都不卡頓，真的是出乎了我的意料。,0
很輕薄，特別喜歡這個充電器，小小的容易攜帶，屏幕很清晰，總體都很滿意，沒發現什麼問題,0
咱們聯想小新做的真的不錯，又輕又薄，性能又強，反正各方面都很好，續航真的可以，物理防偷窺設計特別特別的用心，這個價位真的夠狠的，客服們的解答都很用心，不錯。,0
機子很好，屏幕效果：可以，散熱性能：挺好的，運行速度：快，外形外觀：美，輕薄程度：可以,0
使用了兩天後感覺速度很快，散熱效果很好，風扇的聲音很小，內存和硬盤空間夠用，非常的方便好用，就是其中一個字母鍵的亮度相對其他鍵暗了些！,0
壁紙突然變換是什麼問題,0
很不錯的一個電腦，首發買個，太香了。屏幕，音響，顯卡都很滿意。聯想7系做工，真心不錯，英特爾網卡，三星硬盤，超級具有性價比,0
發貨速度很快，物流也很滿意。開機速度特別棒，大屏幕帶小鍵盤，屏幕也非常的清晰，使用起來非常方便，就是對女生來說不算輕哈。總體來說很滿意。,0
電腦屏幕很高清，用著很舒適，電腦外殼沒有磨損，物流很快，目前沒有發現什麼問題,0
幫朋友買的，看了好了也對比了好多，最後還是選擇了它，顏值高，性能都還不錯，我朋友說用的還不錯，筆記本特別薄，運行聲音也很小。很滿意。,0
運行速度：很快，散熱性能：散熱快，輕薄程度：很輕薄，外形外觀：時尚,0
脈衝價格不錯，內存很大，金屬機身，風扇聲音很小，同事非常喜歡，這機器估計三年內不會淘汰，完個吃雞遊戲，做個辦公軟件很順溜！,0
發貨速度快，本本充電快，本本重量很輕，銀色很好看特別大氣。屏幕顯示清晰。,0
人生中第一款電腦哦 用了快一個月了 開機速度很快（6s）用來學習 追劇都不錯哦 15.6寸真的屏幕很大 對於女生來說 拿的久了會胳膊酸痛 但是真的很大氣的電腦 我很喜歡 基本沒什麼問題 有一次突然黑屏過 但是不影響後續使用 總之很棒值得入手,0
外觀小巧，符合我心裡預計。做工精良，沒有明顯瑕疵。開機很快，屏幕清晰。非常棒的一款產品，支持聯想yoga,0
昨天下午兩點買的，今天早上九點多就到了，包裝很嚴實，很用心，買來上大學用的，顏值很高，手感也好。,0
這個電腦太好用了，性價比超高，AMD加持，拯救者R7000，變身超級性價比生產力工具，特別好用，建議大家來購！,0
還是很好用的，，運行速度：很快，啟動和運行都很流暢，屏幕效果：色彩鮮艷豐富，散熱性能：很好，外形外觀：也很好,0
京東快遞速度槓槓滴，賣了第三天就到貨，測速比華為5400元的快，同事買的華為R7處理器沒我的測網速快，挺滿意,0
